,id,join_date,sex,company_type,wfh,designation,work_hours,fatigue_score,burn_rate
12878,fffe33003100340032003900,2008-03-19,Male,Service,No,2.0,4.0,0.52,0.35
12879,fffe3700380031003800,2008-08-29,Female,Service,Yes,0.0,1.0,0.08,0.02
12881,fffe33003100350035003900,2008-03-03,Female,Product,Yes,3.0,8.0,0.8099999999999999,0.83
12882,fffe32003600320035003300,2008-01-11,Male,Product,Yes,2.0,4.0,0.58,0.45
12883,fffe32003700320030003800,2008-05-08,Male,Service,Yes,1.0,2.0,0.51,0.31
12884,fffe32003500310035003900,2008-05-10,Male,Product,No,3.0,5.0,0.6900000000000001,0.61
12886,fffe32003400390039003800,2008-05-08,Male,Service,Yes,1.0,2.0,0.45999999999999996,0.33
12888,fffe33003100370032003100,2008-09-21,Male,Product,No,2.0,4.0,0.64,0.42
12889,fffe31003200370033003600,2008-12-14,Female,Product,No,4.0,6.0,0.8099999999999999,0.63
12890,fffe32003700390036003700,2008-05-08,Female,Service,Yes,1.0,4.0,0.49000000000000005,0.35
12891,fffe3700350031003700,2008-08-20,Female,Product,No,2.0,5.0,0.5700000000000001,0.42
12892,fffe33003300370036003800,2008-12-09,Male,Service,Yes,1.0,3.0,0.37,0.2
12893,fffe32003100340032003000,2008-06-26,Female,Product,Yes,2.0,3.0,0.51,0.34
12894,fffe33003400310038003800,2008-07-30,Male,Service,No,2.0,6.0,0.8099999999999999,0.7
12895,fffe32003500310031003300,2008-09-02,Female,Product,Yes,2.0,3.0,0.24,0.09
12898,fffe3300330036003200,2008-04-26,Female,Product,No,0.0,1.0,0.06,0.0
12899,fffe32003900370033003900,2008-06-20,Male,Service,Yes,2.0,6.0,0.61,0.59
12900,fffe32003800320031003100,2008-02-05,Male,Service,Yes,3.0,5.0,0.65,0.48
12901,fffe32003600310036003500,2008-09-02,Male,Product,Yes,0.0,1.0,0.32999999999999996,0.26
12902,fffe3400330037003200,2008-01-06,Male,Product,No,3.0,6.0,0.54,0.49
12903,fffe31003800390030003300,2008-01-26,Female,Service,Yes,2.0,3.0,0.6599999999999999,0.45
12904,fffe32003100360034003200,2008-04-16,Female,Service,No,2.0,4.0,0.63,0.39
12905,fffe3900370030003900,2008-07-01,Female,Product,Yes,1.0,1.0,0.35,0.15
12906,fffe3500310039003800,2008-05-22,Male,Service,No,3.0,7.0,0.85,0.82
12907,fffe31003400330034003800,2008-07-28,Female,Service,No,4.0,8.0,0.86,0.8
12908,fffe3300380035003400,2008-05-01,Female,Service,No,2.0,5.0,0.63,0.6
12909,fffe33003000350034003800,2008-08-18,Female,Service,Yes,3.0,5.0,0.6,0.45
12910,fffe33003400340031003000,2008-01-22,Female,Service,Yes,2.0,4.0,0.47000000000000003,0.35
12911,fffe31003000320030003800,2008-09-18,Female,Service,Yes,2.0,5.0,0.51,0.32
12912,fffe32003800300037003100,2008-02-10,Female,Service,No,2.0,5.0,0.67,0.54
12913,fffe31003900300038003200,2008-08-01,Female,Service,Yes,0.0,1.0,0.41,0.19
12914,fffe32003600390033003900,2008-02-24,Female,Product,Yes,2.0,4.0,0.45999999999999996,0.36
12915,fffe33003400390039003000,2008-08-26,Male,Service,No,3.0,5.0,0.64,0.54
12917,fffe32003400310030003000,2008-01-18,Male,Service,Yes,1.0,4.0,0.65,0.47
12918,fffe33003000300033003300,2008-01-27,Female,Service,Yes,3.0,5.0,0.63,0.45
12919,fffe31003200390038003700,2008-02-14,Male,Service,No,2.0,4.0,0.7,0.57
12920,fffe31003400360039003700,2008-09-14,Male,Service,No,2.0,4.0,0.64,0.63
12921,fffe31003100340039003100,2008-05-08,Female,Service,No,2.0,4.0,0.5900000000000001,0.41
12923,fffe3100360031003600,2008-07-15,Male,Product,Yes,2.0,3.0,0.41,0.28
12924,fffe32003100390037003500,2008-02-24,Female,Service,Yes,3.0,4.0,0.5599999999999999,0.37
12926,fffe390036003500,2008-10-26,Male,Service,No,3.0,7.0,0.8,0.76
12927,fffe32003000370036003500,2008-08-11,Male,Service,Yes,3.0,6.0,0.48,0.41
12928,fffe31003200300033003200,2008-09-19,Female,Product,Yes,3.0,5.0,0.63,0.48
12929,fffe32003800340032003100,2008-05-02,Male,Service,Yes,1.0,2.0,0.43,0.3
12930,fffe330032003900,2008-02-25,Male,Product,Yes,1.0,2.0,0.39,0.21
12933,fffe31003700360039003600,2008-12-19,Male,Service,Yes,4.0,7.0,0.77,0.59
12934,fffe33003000380035003900,2008-11-15,Female,Service,Yes,2.0,6.0,0.82,0.75
12935,fffe33003200370032003600,2008-10-01,Female,Service,No,2.0,4.0,0.42000000000000004,0.27
12937,fffe3400370030003900,2008-08-30,Female,Service,Yes,0.0,1.0,0.3,0.15
12938,fffe32003200310036003000,2008-04-07,Male,Product,No,4.0,7.0,0.73,0.69
12939,fffe32003600390034003400,2008-10-14,Female,Service,Yes,0.0,1.0,0.24,0.12
12940,fffe31003200350036003600,2008-09-25,Male,Service,No,2.0,6.0,0.76,0.71
12941,fffe380030003400,2008-04-06,Male,Product,No,2.0,4.0,0.49000000000000005,0.34
12943,fffe33003100390037003700,2008-04-04,Female,Service,Yes,1.0,2.0,0.51,0.42
12947,fffe31003100350037003300,2008-07-12,Female,Service,No,4.0,8.0,0.67,0.66
12949,fffe32003000320033003700,2008-06-14,Female,Service,Yes,3.0,5.0,0.5900000000000001,0.44
12950,fffe32003800340033003600,2008-11-19,Male,Product,No,3.0,6.0,0.73,0.64
12951,fffe32003900310037003500,2008-08-10,Female,Service,Yes,3.0,5.0,0.73,0.6
12952,fffe33003100310032003100,2008-09-26,Male,Product,Yes,4.0,8.0,0.71,0.61
12954,fffe33003400350038003900,2008-08-10,Male,Product,No,4.0,6.0,0.5900000000000001,0.57
12955,fffe32003600360030003000,2008-12-15,Male,Service,Yes,2.0,6.0,0.7,0.62
12956,fffe31003900310034003700,2008-05-17,Female,Product,Yes,1.0,2.0,0.13,0.06
12957,fffe33003400380039003400,2008-09-04,Male,Service,Yes,1.0,2.0,0.47000000000000003,0.34
12959,fffe31003600340034003400,2008-05-03,Male,Service,No,2.0,3.0,0.5,0.29
12960,fffe32003500300034003800,2008-01-25,Male,Service,Yes,1.0,1.0,0.0,0.0
12961,fffe31003400390038003200,2008-04-26,Female,Product,Yes,2.0,3.0,0.39,0.25
12962,fffe32003800300031003100,2008-05-11,Male,Product,Yes,1.0,4.0,0.58,0.38
12963,fffe330032003500,2008-02-14,Female,Service,Yes,0.0,3.0,0.42000000000000004,0.34
12964,fffe31003300350030003600,2008-06-15,Female,Service,Yes,1.0,2.0,0.64,0.49
12965,fffe31003600380039003300,2008-02-03,Female,Service,Yes,4.0,9.0,0.85,0.74
12966,fffe33003400320035003900,2008-10-31,Male,Product,No,2.0,4.0,0.49000000000000005,0.25
12967,fffe3100310037003200,2008-02-05,Male,Product,No,1.0,2.0,0.49000000000000005,0.4
12968,fffe31003700370038003600,2008-09-01,Male,Service,No,3.0,5.0,0.73,0.56
12969,fffe3800320038003100,2008-05-08,Male,Product,No,4.0,8.0,0.7,0.6
12970,fffe31003400320030003200,2008-04-14,Female,Service,Yes,3.0,6.0,0.5700000000000001,0.46
12971,fffe32003700330035003900,2008-12-05,Female,Service,Yes,1.0,3.0,0.45999999999999996,0.37
12973,fffe3400370034003800,2008-05-14,Male,Service,Yes,0.0,1.0,0.15,0.02
12974,fffe31003700310032003000,2008-10-07,Male,Service,No,4.0,8.0,0.9400000000000001,0.88
12976,fffe32003300380035003800,2008-09-24,Female,Product,Yes,1.0,3.0,0.43,0.37
12977,fffe33003200360034003300,2008-07-25,Female,Product,Yes,3.0,5.0,0.78,0.66
12978,fffe33003400320038003300,2008-08-29,Female,Product,Yes,3.0,4.0,0.52,0.33
12979,fffe33003100390032003700,2008-03-06,Female,Service,Yes,2.0,3.0,0.48,0.35
12980,fffe32003100340037003200,2008-09-19,Male,Service,Yes,4.0,6.0,0.6599999999999999,0.51
12983,fffe33003000310038003900,2008-08-27,Male,Service,Yes,1.0,1.0,0.0,0.0
12986,fffe33003000360034003800,2008-07-14,Male,Service,Yes,2.0,4.0,0.54,0.49
12987,fffe31003100340035003600,2008-01-18,Female,Service,Yes,3.0,5.0,0.44000000000000006,0.36
12988,fffe31003400360033003700,2008-12-22,Female,Service,No,3.0,6.0,0.63,0.57
12989,fffe33003300330039003600,2008-12-06,Female,Service,Yes,2.0,5.0,0.52,0.43
12990,fffe3900360038003500,2008-11-18,Male,Product,No,2.0,5.0,0.48,0.42
12991,fffe33003300360031003000,2008-07-13,Female,Service,Yes,2.0,4.0,0.3,0.11
12992,fffe33003000330033003500,2008-03-11,Male,Product,Yes,2.0,3.0,0.54,0.47
12993,fffe33003100310032003500,2008-06-09,Female,Product,No,3.0,5.0,0.58,0.4
12994,fffe3400350036003200,2008-04-20,Male,Product,No,3.0,5.0,0.67,0.61
12995,fffe3800360031003200,2008-08-27,Male,Product,Yes,1.0,3.0,0.6,0.4
12996,fffe3200360033003400,2008-01-27,Male,Product,Yes,2.0,4.0,0.61,0.47
12997,fffe33003300300033003300,2008-10-15,Female,Service,Yes,0.0,1.0,0.39,0.27
12999,fffe3400310030003000,2008-03-27,Male,Service,No,3.0,6.0,0.79,0.79
13000,fffe350036003400,2008-07-22,Female,Service,Yes,3.0,6.0,0.45,0.4
13001,fffe33003000390038003200,2008-09-01,Male,Service,Yes,2.0,5.0,0.6799999999999999,0.58
13003,fffe3500390037003500,2008-11-17,Female,Service,No,1.0,2.0,0.49000000000000005,0.27
13004,fffe3300380033003900,2008-05-24,Female,Service,No,0.0,1.0,0.0,0.0
13005,fffe33003300320035003100,2008-04-20,Male,Product,Yes,3.0,6.0,0.6,0.57
13006,fffe32003100380033003500,2008-10-05,Female,Service,Yes,1.0,3.0,0.5,0.34
13007,fffe3800330039003200,2008-10-17,Female,Product,Yes,3.0,6.0,0.6,0.43
13008,fffe32003500350033003800,2008-05-30,Female,Product,No,1.0,1.0,0.18,0.05
13009,fffe32003400340039003200,2008-08-28,Male,Service,Yes,3.0,4.0,0.52,0.49
13010,fffe3700300035003000,2008-05-14,Female,Service,Yes,1.0,2.0,0.45,0.28
13011,fffe32003900310032003800,2008-10-10,Female,Service,Yes,2.0,2.0,0.44000000000000006,0.22
13012,fffe32003900380030003900,2008-10-10,Male,Service,Yes,2.0,3.0,0.35,0.29
13013,fffe32003000310030003200,2008-11-28,Male,Service,Yes,2.0,5.0,0.7,0.51
13014,fffe33003400300030003600,2008-08-10,Male,Service,No,3.0,7.0,0.72,0.62
13016,fffe31003300310030003300,2008-08-17,Male,Service,Yes,1.0,1.0,0.22000000000000003,0.1
13017,fffe340030003700,2008-12-03,Male,Product,No,2.0,4.0,0.6,0.5
13018,fffe32003400350039003400,2008-03-05,Male,Product,Yes,1.0,2.0,0.32999999999999996,0.19
13019,fffe33003200390030003300,2008-06-28,Male,Service,Yes,2.0,2.0,0.36,0.24
13020,fffe32003100340037003400,2008-05-14,Male,Product,Yes,0.0,1.0,0.39,0.18
13021,fffe33003100300039003000,2008-02-11,Female,Service,No,1.0,3.0,0.61,0.36
13022,fffe32003200350035003500,2008-11-21,Female,Service,Yes,4.0,8.0,0.8400000000000001,0.83
13023,fffe32003600350033003200,2008-08-09,Female,Service,Yes,0.0,1.0,0.22999999999999998,0.17
13024,fffe31003000370033003400,2008-01-26,Female,Service,Yes,2.0,2.0,0.53,0.28
13025,fffe3800360038003300,2008-07-24,Male,Service,No,2.0,6.0,0.64,0.59
13026,fffe32003200350039003100,2008-12-21,Male,Product,No,2.0,5.0,0.85,0.69
13027,fffe31003100350033003900,2008-04-13,Female,Service,Yes,2.0,5.0,0.4,0.32
13028,fffe3700330037003400,2008-11-03,Male,Product,No,2.0,5.0,0.62,0.51
13029,fffe32003700360032003600,2008-06-25,Male,Service,No,2.0,2.0,0.43,0.24
13030,fffe31003700300031003700,2008-06-10,Male,Service,Yes,3.0,7.0,1.0,0.93
13031,fffe33003200390038003500,2008-10-02,Female,Service,Yes,3.0,4.0,0.64,0.5
13032,fffe3700320036003600,2008-08-09,Male,Product,No,5.0,10.0,0.73,0.75
13033,fffe31003000360038003100,2008-01-08,Male,Service,Yes,2.0,4.0,0.53,0.42
13034,fffe33003400370033003000,2008-12-08,Female,Product,Yes,1.0,1.0,0.24,0.12
13035,fffe32003700320032003100,2008-07-02,Female,Service,No,2.0,5.0,0.8400000000000001,0.65
13036,fffe31003700370030003900,2008-06-09,Male,Service,Yes,2.0,4.0,0.36,0.28
13037,fffe31003400350036003900,2008-10-23,Male,Service,Yes,3.0,6.0,0.65,0.57
13038,fffe33003100350039003500,2008-11-06,Female,Service,No,0.0,2.0,0.49000000000000005,0.29
13039,fffe3300350039003100,2008-02-28,Female,Service,No,1.0,4.0,0.6599999999999999,0.5
13040,fffe31003100310037003400,2008-07-17,Male,Product,Yes,4.0,7.0,0.9400000000000001,0.81
13041,fffe32003300380033003800,2008-03-10,Male,Product,No,3.0,6.0,0.72,0.56
13043,fffe31003600360033003900,2008-01-10,Male,Service,Yes,2.0,5.0,0.55,0.35
13044,fffe3200360035003500,2008-04-17,Female,Product,Yes,2.0,5.0,0.5900000000000001,0.49
13046,fffe31003000310035003800,2008-01-14,Male,Service,Yes,3.0,5.0,0.5700000000000001,0.5
13047,fffe3700370035003900,2008-12-18,Male,Product,Yes,0.0,1.0,0.0,0.0
13049,fffe3300340037003700,2008-07-11,Female,Product,Yes,0.0,1.0,0.15,0.07
13050,fffe32003300360035003600,2008-05-05,Male,Service,No,4.0,7.0,0.6799999999999999,0.54
13052,fffe31003100300036003300,2008-08-15,Female,Service,Yes,3.0,6.0,0.45,0.36
13053,fffe3300320030003000,2008-08-01,Female,Product,No,0.0,2.0,0.39,0.28
13054,fffe31003800340035003200,2008-11-01,Male,Product,No,1.0,5.0,0.71,0.53
13056,fffe33003400330034003100,2008-07-31,Female,Service,Yes,2.0,4.0,0.63,0.43
13057,fffe3100320031003800,2008-05-17,Male,Product,No,3.0,6.0,0.5599999999999999,0.51
13059,fffe31003400300034003800,2008-12-08,Female,Service,No,2.0,4.0,0.45,0.33
13060,fffe3200320031003400,2008-12-19,Male,Service,No,3.0,6.0,0.6599999999999999,0.55
13062,fffe31003500390037003000,2008-06-07,Male,Service,Yes,2.0,3.0,0.55,0.4
13063,fffe3300380031003100,2008-08-31,Male,Service,Yes,1.0,2.0,0.36,0.18
13064,fffe32003400390034003800,2008-03-27,Male,Service,No,1.0,4.0,0.5,0.34
13065,fffe33003200310033003100,2008-04-26,Male,Service,Yes,3.0,6.0,0.74,0.63
13067,fffe31003200300038003900,2008-02-23,Male,Product,No,3.0,8.0,0.79,0.74
13068,fffe33003200370030003300,2008-08-18,Female,Product,No,0.0,1.0,0.0,0.0
13069,fffe32003400310031003100,2008-03-23,Female,Service,Yes,2.0,3.0,0.5599999999999999,0.4
13070,fffe33003400370035003600,2008-08-15,Female,Service,Yes,3.0,4.0,0.64,0.46
13072,fffe31003400390037003600,2008-02-14,Male,Service,Yes,0.0,1.0,0.27999999999999997,0.08
13073,fffe31003500380037003100,2008-05-26,Male,Product,No,3.0,6.0,0.8699999999999999,0.8
13074,fffe32003800310038003300,2008-07-22,Male,Product,No,1.0,4.0,0.5,0.46
13075,fffe3100320037003000,2008-03-12,Female,Service,No,2.0,5.0,0.58,0.45
13076,fffe33003000330038003200,2008-06-22,Female,Product,Yes,0.0,1.0,0.1,0.06
13078,fffe3500360034003400,2008-10-31,Female,Product,No,2.0,3.0,0.54,0.5
13079,fffe32003600300032003100,2008-08-04,Female,Service,Yes,1.0,2.0,0.31,0.24
13080,fffe32003900330032003800,2008-06-12,Female,Product,Yes,3.0,7.0,0.82,0.85
13082,fffe32003300370039003800,2008-06-19,Male,Product,No,3.0,6.0,0.78,0.67
13083,fffe3900380033003000,2008-08-30,Male,Product,No,3.0,5.0,0.6599999999999999,0.61
13084,fffe32003000370036003000,2008-09-06,Male,Service,No,3.0,5.0,0.75,0.69
13085,fffe33003400350032003600,2008-03-09,Female,Service,Yes,2.0,3.0,0.36,0.2
13086,fffe31003800370037003400,2008-12-02,Female,Service,Yes,1.0,3.0,0.52,0.46
13087,fffe3800370036003500,2008-12-12,Female,Service,Yes,1.0,1.0,0.36,0.19
13088,fffe32003900350036003400,2008-01-13,Female,Product,No,1.0,3.0,0.43,0.31
13089,fffe31003600350033003900,2008-08-17,Female,Product,Yes,2.0,3.0,0.48,0.4
13090,fffe3800320037003400,2008-05-14,Male,Product,No,2.0,5.0,0.63,0.6
13091,fffe32003600330032003600,2008-02-08,Female,Service,No,2.0,4.0,0.45999999999999996,0.33
13094,fffe32003900320037003100,2008-05-07,Female,Product,No,3.0,6.0,0.74,0.56
13095,fffe31003900380038003600,2008-12-26,Male,Service,No,2.0,3.0,0.41,0.33
13096,fffe33003300340031003900,2008-02-12,Female,Service,No,2.0,3.0,0.32999999999999996,0.25
13097,fffe32003900350033003000,2008-06-17,Male,Product,No,3.0,5.0,0.53,0.49
13098,fffe31003500330038003200,2008-08-26,Male,Service,No,1.0,2.0,0.25,0.12
13099,fffe32003500350032003300,2008-10-08,Female,Service,Yes,2.0,4.0,0.45999999999999996,0.34
13100,fffe33003100320035003600,2008-02-13,Male,Service,No,4.0,8.0,0.77,0.74
13101,fffe350032003300,2008-10-15,Male,Product,No,4.0,7.0,0.8300000000000001,0.64
13102,fffe31003800320038003800,2008-05-27,Male,Service,Yes,2.0,4.0,0.48,0.37
13104,fffe33003200340036003100,2008-09-20,Female,Product,No,1.0,2.0,0.38,0.3
13106,fffe33003100370038003700,2008-12-27,Male,Service,No,2.0,3.0,0.5700000000000001,0.42
13107,fffe31003000340032003600,2008-05-31,Female,Service,Yes,3.0,5.0,0.6799999999999999,0.47
13108,fffe3500360032003300,2008-12-13,Male,Product,Yes,2.0,5.0,0.65,0.45
13109,fffe32003500360037003500,2008-05-12,Female,Service,No,3.0,7.0,0.78,0.64
13110,fffe3700300034003600,2008-12-15,Male,Product,No,2.0,5.0,0.61,0.51
13111,fffe32003400310037003100,2008-04-03,Female,Service,Yes,2.0,3.0,0.65,0.48
13112,fffe380039003500,2008-02-29,Male,Product,Yes,3.0,6.0,0.63,0.5
13114,fffe32003500310032003500,2008-11-10,Male,Product,No,0.0,1.0,0.44000000000000006,0.25
13115,fffe3100340033003900,2008-04-24,Female,Service,No,2.0,4.0,0.48,0.42
13117,fffe3200330036003700,2008-01-29,Female,Service,Yes,1.0,4.0,0.61,0.42
13118,fffe33003300330030003000,2008-03-23,Male,Service,No,1.0,3.0,0.43,0.36
13119,fffe32003000360037003900,2008-01-29,Male,Service,Yes,3.0,6.0,0.75,0.69
13120,fffe33003300320030003800,2008-02-06,Male,Product,No,2.0,3.0,0.42000000000000004,0.33
13121,fffe32003600300035003900,2008-05-04,Female,Service,No,1.0,3.0,0.44000000000000006,0.38
13123,fffe32003400360037003000,2008-05-11,Female,Service,Yes,1.0,1.0,0.22000000000000003,0.14
13124,fffe33003200390034003400,2008-11-15,Female,Service,No,2.0,4.0,0.74,0.55
13125,fffe31003800310035003900,2008-07-22,Female,Service,No,4.0,6.0,0.77,0.67
13126,fffe3800300030003000,2008-07-05,Female,Service,No,3.0,7.0,0.7,0.52
13127,fffe32003300320038003900,2008-09-12,Male,Service,No,3.0,6.0,0.63,0.52
13128,fffe31003300380030003400,2008-08-20,Female,Product,Yes,3.0,4.0,0.6900000000000001,0.47
13129,fffe32003200320032003800,2008-12-09,Female,Product,Yes,1.0,2.0,0.29,0.14
13130,fffe33003200320039003300,2008-03-25,Female,Service,Yes,2.0,3.0,0.3,0.25
13131,fffe3700360031003400,2008-12-23,Male,Product,No,3.0,6.0,0.67,0.65
13132,fffe32003900360035003300,2008-05-04,Female,Service,Yes,5.0,9.0,0.8400000000000001,0.76
13134,fffe32003500380036003500,2008-08-31,Male,Service,No,2.0,4.0,0.48,0.3
13136,fffe32003400320030003900,2008-11-15,Female,Service,Yes,2.0,6.0,0.8400000000000001,0.75
13137,fffe32003700340035003700,2008-04-30,Male,Service,Yes,1.0,2.0,0.39,0.27
13138,fffe31003100380039003800,2008-06-02,Male,Product,Yes,2.0,4.0,0.6799999999999999,0.49
13139,fffe32003500350035003600,2008-05-05,Female,Product,Yes,3.0,5.0,0.6900000000000001,0.56
13140,fffe33003100340037003900,2008-07-16,Female,Product,No,3.0,5.0,0.6,0.41
13141,fffe32003400340031003500,2008-04-16,Male,Service,Yes,3.0,8.0,0.9400000000000001,0.79
13142,fffe31003600380035003200,2008-09-22,Male,Service,No,3.0,6.0,0.63,0.62
13143,fffe31003300380038003800,2008-03-24,Female,Product,Yes,2.0,5.0,0.45999999999999996,0.35
13144,fffe32003900350035003900,2008-02-25,Male,Service,No,4.0,7.0,0.6599999999999999,0.54
13145,fffe32003200370034003300,2008-10-02,Female,Product,No,2.0,4.0,0.4,0.26
13146,fffe33003000380030003700,2008-09-25,Female,Service,Yes,2.0,3.0,0.61,0.42
13147,fffe32003600350039003600,2008-06-20,Female,Service,No,3.0,7.0,0.72,0.7
13149,fffe32003800300031003200,2008-04-30,Female,Product,Yes,1.0,2.0,0.37,0.26
13150,fffe31003900300030003500,2008-02-07,Female,Product,No,4.0,6.0,0.67,0.64
13151,fffe3400360034003800,2008-08-04,Male,Service,Yes,2.0,3.0,0.7,0.48
13152,fffe3300330035003200,2008-04-12,Female,Service,No,1.0,3.0,0.44000000000000006,0.31
13153,fffe3200370039003400,2008-02-04,Female,Service,Yes,1.0,3.0,0.52,0.42
13154,fffe32003200360034003300,2008-05-18,Female,Service,Yes,0.0,1.0,0.22000000000000003,0.05
13157,fffe31003300360039003700,2008-03-17,Male,Product,Yes,1.0,1.0,0.47000000000000003,0.25
13158,fffe31003900310034003600,2008-08-27,Female,Product,Yes,3.0,5.0,0.53,0.5
13161,fffe32003500390031003300,2008-04-04,Male,Service,No,2.0,4.0,0.5700000000000001,0.44
13162,fffe32003600330039003100,2008-03-15,Male,Product,Yes,2.0,5.0,0.52,0.38
13163,fffe32003800310038003000,2008-02-27,Female,Service,No,3.0,6.0,0.72,0.57
13165,fffe33003200340034003100,2008-06-08,Male,Service,Yes,3.0,4.0,0.58,0.44
13166,fffe31003400360032003200,2008-09-02,Male,Service,No,4.0,7.0,0.75,0.58
13169,fffe3200370034003300,2008-08-28,Female,Product,Yes,2.0,5.0,0.6599999999999999,0.64
13171,fffe32003800330036003600,2008-01-13,Female,Service,Yes,4.0,7.0,0.6799999999999999,0.63
13173,fffe32003900300034003700,2008-11-07,Female,Service,No,4.0,7.0,0.54,0.51
13176,fffe33003200300032003300,2008-10-13,Female,Service,Yes,0.0,1.0,0.0,0.02
13178,fffe3800350037003800,2008-04-15,Female,Service,Yes,2.0,4.0,0.5700000000000001,0.35
13179,fffe33003000320030003600,2008-01-29,Male,Product,Yes,2.0,2.0,0.4,0.28
13180,fffe33003000320033003500,2008-11-26,Female,Product,Yes,5.0,8.0,0.8699999999999999,0.85
13181,fffe32003400340031003300,2008-06-29,Female,Service,Yes,3.0,5.0,0.48,0.27
13182,fffe31003700320036003500,2008-05-18,Male,Service,Yes,3.0,5.0,0.58,0.44
13183,fffe33003400380038003400,2008-05-13,Female,Service,No,0.0,3.0,0.43,0.3
13185,fffe31003800350032003300,2008-06-04,Male,Service,Yes,1.0,1.0,0.54,0.29
13186,fffe3100310030003200,2008-11-19,Male,Product,No,2.0,5.0,0.73,0.55
13187,fffe33003200360035003400,2008-07-11,Female,Service,Yes,2.0,5.0,0.5599999999999999,0.47
13191,fffe3600330039003300,2008-03-12,Male,Service,Yes,2.0,4.0,0.62,0.46
13192,fffe32003200310039003200,2008-10-18,Female,Service,No,1.0,4.0,0.51,0.46
13193,fffe3500310030003500,2008-05-13,Male,Service,No,1.0,2.0,0.41,0.23
13194,fffe32003500320039003300,2008-04-09,Male,Product,Yes,0.0,2.0,0.27,0.19
13195,fffe31003500390037003700,2008-08-06,Male,Service,No,2.0,4.0,0.36,0.17
13196,fffe31003100300034003600,2008-01-29,Male,Product,Yes,1.0,3.0,0.5700000000000001,0.43
13197,fffe32003900330035003500,2008-12-27,Female,Product,Yes,1.0,1.0,0.13,0.1
13198,fffe3900360031003800,2008-06-09,Male,Service,No,4.0,7.0,0.67,0.57
13199,fffe32003800350038003800,2008-10-03,Male,Service,Yes,0.0,2.0,0.22999999999999998,0.11
13201,fffe31003000340036003300,2008-08-31,Female,Product,No,2.0,6.0,0.71,0.71
13202,fffe33003400320030003600,2008-09-12,Male,Service,Yes,2.0,4.0,0.54,0.48
13203,fffe32003100370036003000,2008-02-03,Male,Service,No,2.0,3.0,0.47000000000000003,0.27
13204,fffe32003500310035003800,2008-08-10,Male,Service,Yes,3.0,6.0,0.72,0.57
13205,fffe3500320035003900,2008-02-05,Male,Service,No,4.0,7.0,0.64,0.54
13207,fffe32003300330030003100,2008-07-21,Male,Product,Yes,0.0,1.0,0.0,0.0
13208,fffe31003900320039003400,2008-01-11,Female,Service,Yes,3.0,5.0,0.53,0.29
13210,fffe3300340035003900,2008-10-30,Female,Service,Yes,0.0,1.0,0.22000000000000003,0.1
13211,fffe33003200310031003400,2008-03-27,Male,Product,No,3.0,6.0,0.76,0.7
13212,fffe32003500340039003000,2008-07-02,Female,Service,Yes,2.0,5.0,0.45,0.37
13213,fffe3600390035003100,2008-07-16,Male,Service,Yes,2.0,4.0,0.5900000000000001,0.36
13214,fffe3300380034003200,2008-02-15,Female,Service,Yes,1.0,2.0,0.35,0.14
13215,fffe32003700300030003200,2008-12-19,Male,Service,Yes,1.0,4.0,0.5599999999999999,0.4
13216,fffe32003500390033003000,2008-09-26,Male,Service,No,3.0,5.0,0.74,0.59
13217,fffe350033003100,2008-03-19,Female,Service,Yes,2.0,3.0,0.51,0.38
13218,fffe3900380038003200,2008-08-28,Male,Service,No,2.0,4.0,0.5700000000000001,0.55
13219,fffe31003300330033003800,2008-08-17,Male,Service,No,3.0,8.0,0.74,0.75
13221,fffe3400350031003900,2008-11-29,Female,Product,Yes,2.0,3.0,0.65,0.45
13222,fffe3100370030003800,2008-04-18,Male,Product,Yes,2.0,6.0,0.67,0.51
13223,fffe31003900320030003200,2008-06-16,Male,Service,Yes,3.0,6.0,0.64,0.58
13224,fffe32003800360034003900,2008-08-25,Male,Service,No,5.0,9.0,0.93,0.96
13225,fffe32003800380032003800,2008-05-19,Female,Service,No,2.0,5.0,0.74,0.76
13226,fffe33003300340033003600,2008-11-15,Female,Service,Yes,3.0,6.0,0.51,0.41
13227,fffe32003600340032003400,2008-03-24,Female,Service,No,2.0,4.0,0.51,0.42
13229,fffe33003400350034003700,2008-05-29,Male,Product,Yes,3.0,4.0,0.5700000000000001,0.48
13230,fffe3200340035003600,2008-01-22,Female,Product,Yes,2.0,2.0,0.36,0.27
13231,fffe31003400380035003400,2008-01-04,Male,Service,Yes,3.0,6.0,0.7,0.49
13232,fffe31003900340037003200,2008-06-12,Female,Service,Yes,1.0,3.0,0.32999999999999996,0.15
13233,fffe32003900330031003200,2008-06-08,Female,Service,No,3.0,6.0,0.61,0.47
13234,fffe32003900350030003500,2008-04-21,Male,Service,No,3.0,8.0,0.9,0.83
13235,fffe32003500390037003500,2008-02-27,Male,Service,No,1.0,4.0,0.6,0.52
13236,fffe31003100340030003600,2008-09-28,Female,Service,Yes,1.0,2.0,0.35,0.25
13237,fffe31003500320030003000,2008-05-29,Male,Service,Yes,1.0,3.0,0.36,0.2
13238,fffe33003400320032003500,2008-06-23,Male,Product,Yes,1.0,2.0,0.61,0.46
13239,fffe32003900370034003300,2008-02-21,Male,Service,Yes,1.0,1.0,0.44000000000000006,0.26
13240,fffe33003000380034003500,2008-05-12,Female,Service,No,2.0,3.0,0.42000000000000004,0.25
13242,fffe32003900390035003500,2008-08-24,Male,Product,Yes,3.0,5.0,0.41,0.35
